molecule_chembl_id,canonical_smiles,standard_type,relation,standard_value,standard_units
CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',1.8,nM
CHEMBL3414769,CC1=C(C)C(=O)N(c2cccc(C(N)=O)c2)C1=O,IC50,'=',10471.29,nM
CHEMBL3701698,C[C@@H]1c2cccc(C(N)=O)c2C(=O)N1C1CCN(C2CCCCC2)CC1,Kd,'=',1760.0,nM
CHEMBL3414757,COc1cc(NC(=O)/C=C\C(=O)O)cc(C(N)=O)c1,IC50,'>',20000.0,nM
CHEMBL3414766,CC(C)(CC(=O)Nc1cccc(C(N)=O)c1)C(=O)O,IC50,'=',9400.0,nM
CHEMBL3414777,CC(=O)CCCC(=O)Nc1cccc(C(N)=O)c1,IC50,'=',1100.0,nM
CHEMBL3414766,CC(C)(CC(=O)Nc1cccc(C(N)=O)c1)C(=O)O,IC50,'=',9549.93,nM
CHEMBL3414775,COC(=O)/C=C\C(=O)Nc1cccc(C(N)=O)c1,IC50,'=',4365.16,nM
CHEMBL4648016,O=c1[nH]c(SCCN2CCN(CCCc3nc(-c4ccccc4)no3)CC2)nc2ccccc12,IC50,'=',1480.0,nM
CHEMBL4461382,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cn1,IC50,'=',0.8318,nM
CHEMBL4438741,Nc1ncc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,IC50,'=',2.57,nM
CHEMBL4539194,CCOC(=O)c1nnc2n1CCN(C(=O)c1ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc1)C2,IC50,'=',38.02,nM
CHEMBL4446105,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(nnc4C(F)F)C3)cc1)C2=O,IC50,'=',30.2,nM
CHEMBL4476020,NC(=O)c1cccc2c1O/C(=C\c1cccc(-c3nn[nH]n3)c1)C2=O,IC50,'>',50.0,nM
CHEMBL4472061,NC(=O)c1cccc2c1O/C(=C\c1ccc(N3CCN(Cc4ccccc4)CC3)cc1)C2=O,IC50,'>',50.0,nM
CHEMBL4539846,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4cnccn4)CC3)cc1)C2=O,IC50,'=',77.0,nM
CHEMBL4574744,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3nccs3)cc1)C2=O,Inhibition,'=',7.0,%
CHEMBL4561926,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ccccc4)CC3)cc1)C2=O,Inhibition,'=',19.0,%
CHEMBL4437403,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCN(c4ncccn4)CC3)c1)C2=O,IC50,'=',57.54,nM
CHEMBL4538616,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCCc3nc4ccccc4[nH]3)cc1)C2=O,Inhibition,'=',49.0,%
CHEMBL4464740,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCC(c4ncccn4)CC3)cc1)C2=O,IC50,'>',50.0,nM
CHEMBL3917407,Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',111.0,nM
CHEMBL3915702,O=C(CCC(=O)c1ccccc1)Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',4.0,nM
CHEMBL3941896,CCOc1ccccc1C(=O)Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',1250.0,nM
CHEMBL3649738,CN(C)CCCc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,IC50,'=',930.0,nM
CHEMBL3649772,CN1CCCc2c1c1ccc(CN3CCCCC3)cc1[nH]c2=O,IC50,'>',4000.0,nM
CHEMBL3959475,NCCOc1c(-c2ccc(N3CCOCC3)c(Br)c2)[nH]c(=O)c2cc(F)ccc12,IC50,'=',20.0,nM
CHEMBL3905859,NCCOc1c(-c2ccc(N3CCCC3)cc2)[nH]c(=O)c2cc(F)ccc12,IC50,'=',210.0,nM
CHEMBL3937292,NCCOc1c(-c2ccc3c(c2)OCO3)[nH]c(=O)c2cc(F)ccc12,IC50,'=',80.0,nM
CHEMBL3910271,COc1ccc(-c2[nH]c(=O)c3cc(F)ccc3c2OCCN)cc1F,IC50,'=',6.0,nM
CHEMBL4177163,O=C(C1CC1)N1CCC2(CC1)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',430.9,nM
CHEMBL4799284,COc1cc(/C=N/NC(N)=S)c(Br)c(Br)c1OC,Inhibition,,,%
CHEMBL4102201,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1Br)[C@H]1CCNC1.O=C(O)C(F)(F)F,IC50,'>',100.0,nM
CHEMBL4067999,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(CCC2CC2)C1,IC50,'=',1.4,nM
CHEMBL3958634,O=C(Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)c1ccc[nH]1,Ki,'=',158.0,nM
CHEMBL4085694,NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCCC(c3ccccc3)C2)c1,IC50,'=',1548.82,nM
CHEMBL3939092,O=c1[nH]nc(Cc2ccc(F)c(CNC3CCCCC3)c2)c2c1CCCC2,Ki,'=',319.0,nM
CHEMBL3893220,O=c1[nH]nc(Cc2ccc(F)c(CNC3CCOCC3)c2)c2c1CCCC2,Ki,'=',411.0,nM
CHEMBL3936560,O=c1[nH]nc(Cc2ccc(CN3CCC(c4ccccc4)CC3)cc2)c2c1CCCC2,Ki,'=',516.0,nM
CHEMBL3986952,O=c1[nH]nc(Cc2ccc(F)c(-c3ncccn3)c2)c2c1CCCC2,Ki,'=',6.0,nM
CHEMBL3932477,O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCNCC1,Ki,'=',1.0,nM
CHEMBL3974297,O=C(CNC(=O)c1ccccc1)Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',11.0,nM
CHEMBL3935200,O=C(Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)[C@H](O)CCc1ccccc1,Ki,'=',28.0,nM
CHEMBL3950628,CCCc1ccc(C(=O)Nc2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cc1,Ki,'=',250.0,nM
CHEMBL4794938,O=C(CC1c2ccccc2-c2ccccc21)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,FC,'=',0.0,
CHEMBL4794938,O=C(CC1c2ccccc2-c2ccccc21)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,FC,'=',0.3,
CHEMBL4794938,O=C(CC1c2ccccc2-c2ccccc21)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,FC,'=',0.9,
CHEMBL3577627,O=C1CCN(c2ccccc2C(=O)NCCc2ccc(Br)cc2)C(=O)N1,IC50,,,
CHEMBL5195760,C=C1C(=O)OC2C[C@@]3(C)CCC=C(CN4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3=CC12,IC50,'=',170.0,nM
CHEMBL5193816,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CNCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,IC50,'=',25.5,nM
CHEMBL5179564,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CNCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,IC50,'=',2.991,nM
CHEMBL5172054,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CN(C)CC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,IC50,'=',20.3,nM
CHEMBL5185098,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CNCCOCCOCCOCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,IC50,'=',73.4,nM
CHEMBL5177596,Cc1cnc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCC5)CC2)n1C,IC50,'=',9.0,nM
CHEMBL4558915,CN1CCCC(c2nc3c(C(N)=O)c(F)ccc3[nH]2)C1,IC50,,,
CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,TIME,'=',1.0,hr
CHEMBL506871,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,IC50,'=',1.0,nM
CHEMBL5185706,Cc1cccc(NC(=O)c2ccc(NC(=O)N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)cc2)c1,IC50,,,
CHEMBL4209548,O=c1[nH]c2c(-c3nnc(/C=C/c4ccccc4)o3)cccc2c(=O)c2ccccc12,IC50,'=',400.0,nM
CHEMBL4204684,COc1ccccc1/C=C/c1nnc(-c2cccc3c(=O)c4ccccc4c(=O)[nH]c23)o1,IC50,'=',136.0,nM
CHEMBL3105400,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCN(C(=O)C2CCCC2)CC1,IC50,'=',110.0,nM
CHEMBL4851728,O=C(c1ccccc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,'=',50.7,nM
CHEMBL4876352,Cc1ccc(CN2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)cc1,IC50,'=',30.6,nM
CHEMBL3092540,O=C(CCc1nc2ccccc2c(=O)[nH]1)N[C@@H]1CCc2ccccc21,IC50,'=',780.0,nM
CHEMBL4776462,COc1cc(/C=N/NC(=S)Nc2ccccc2)c(Br)c(Br)c1O,Inhibition,'=',12.5,%
CHEMBL4287262,NC(=O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,IC50,'>',100000.0,nM
CHEMBL3913243,N#Cc1ccc(CN(Cc2nc3c(c(=O)[nH]2)COCC3)C(=O)CN2CCC(C(=O)c3ccc(F)cc3)CC2)s1,IC50,'>',19000.0,nM
CHEMBL3955207,O=C(CN1CCC2(CC1)Cc1cc(F)ccc1C2=O)NCc1nc2c(c(=O)[nH]1)COCC2,IC50,'=',6500.0,nM
CHEMBL3943283,Cc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,IC50,'=',8300.0,nM
CHEMBL3918110,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5c(c(=O)[nH]4)COCC5)C3=O)CC2)cc1C,IC50,'=',24000.0,nM
CHEMBL3921853,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5ccccc(=O)c5[nH]4)C3=O)CC2)cc1C,IC50,'=',20200.0,nM
CHEMBL3663657,NC(=O)c1cccc2[nH]n(C3CCN(Cc4ccco4)CC3)c(=O)c12,Kd,'=',140.0,nM
CHEMBL3663658,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(Cc2cccs2)CC1,Kd,'<',10.0,nM
CHEMBL3663640,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCCCC2)CC1,IC50,'=',26.0,nM
CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',3.59,nM
CHEMBL4457607,CC(C)(O)c1ccc(-c2nc3cccc(Cl)c3c(=O)[nH]2)cc1,IC50,'=',4300.0,nM
CHEMBL3969742,O=C1NN=C2CCCCc3[nH]c4cccc1c4c32,IC50,'=',6.7,nM
CHEMBL3892363,O=C1NN=C2CC(c3ccccc3)Cc3[nH]c4cccc1c4c32,IC50,'=',6.3,nM
CHEMBL4277995,CCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,IC50,'=',25.0,nM
CHEMBL4280657,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CCNC4)nc12,IC50,'=',27.0,nM
CHEMBL4639703,Nc1cc(F)ccc1NC(=O)CCCCNC(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,Inhibition,'=',64.73,%
CHEMBL4753938,NC(=O)c1cccc2cc(C(=O)N3CCN(c4cc(-c5cnc(N)cc5C(F)(F)F)nc(N5CCOCC5)n4)CC3)oc12,Inhibition,'=',51.0,%
CHEMBL3649735,CN1CCCc2c1c1cc(OCCN3CCCCC3)ccc1[nH]c2=O,IC50,'=',3110.0,nM
CHEMBL3649721,CN(C)CCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,IC50,'=',370.0,nM
CHEMBL3649752,CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,IC50,'=',70.0,nM
CHEMBL3649770,CN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3C,IC50,'=',90.0,nM
CHEMBL4077094,O=c1[nH]c(-c2ccc3c(c2)OCO3)nc2ccccc12,IC50,'=',1700.0,nM
CHEMBL4586580,CC(C)(C)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1,IC50,'=',3900.0,nM
CHEMBL4558610,CC(C)(O)c1ccc(-c2nc3c(F)cccc3c(=O)[nH]2)cc1,IC50,'=',1100.0,nM
CHEMBL4588170,Cc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12,IC50,'=',79.0,nM
CHEMBL4455904,CN1CCN(c2ccc(-c3nc4ccc(F)cc4c(=O)[nH]3)cc2)CC1,IC50,'=',370.0,nM
CHEMBL4457148,Cl.O=c1[nH]c(-c2ccc(C3CCNCC3)cc2)nc2c(F)cc(F)cc12,IC50,,,
CHEMBL3967582,O=C(CCC1CCCCC1)Nc1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',14.0,nM
CHEMBL3914434,Cc1c(F)cccc1C(=O)Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',462.0,nM
CHEMBL4563390,S=c1[nH]nc(CSc2nnc(-c3cc4ccccc4[nH]3)n2-c2ccccc2)n1-c1ccccc1,IC50,'=',8080.0,nM
CHEMBL3956555,O=C(Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)C(c1ccccc1)c1ccccc1,Ki,'=',655.0,nM
CHEMBL3978332,CC(Cc1n[nH]c(=O)c2c1CCCC2)c1cccc(C(=O)O)c1,Ki,'=',431.0,nM
CHEMBL3965627,O=C(NCCc1c[nH]c2ccccc12)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',28.0,nM
CHEMBL3894940,O=c1[nH]nc(Cc2cccc(CNC3CCCCC3)c2)c2c1CCCC2,Ki,'=',283.0,nM
CHEMBL3895966,CCc1cccc(NC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)c1,Ki,'=',99.0,nM
CHEMBL3970517,Cc1ccc(NC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cc1O,Ki,'=',143.0,nM
CHEMBL3929685,CSc1nccc(Cc2n[nH]c(=O)c3c2CCCC3)n1,Ki,'=',351.0,nM
CHEMBL3936571,CC(c1ccc(F)c(N2CCCC2=O)c1)c1n[nH]c(=O)c2c1CCCC2,Ki,'=',18.0,nM
CHEMBL3979770,CCNC(=O)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)n1,Ki,'=',123.0,nM
CHEMBL3974858,CCN(CC)CCN(C)C(=O)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',16.0,nM
CHEMBL3961863,O=c1[nH]nc(Cc2cccc(NS(=O)(=O)c3cccc4ccccc34)c2)c2c1CCCC2,Ki,'=',644.0,nM
CHEMBL3958597,O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N(Cc1ccccc1)Cc1ccccc1,Ki,'=',120.0,nM
CHEMBL3986096,O=C(Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)n1)c1ccccc1,Ki,'=',286.0,nM
CHEMBL3938218,O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCN(c2ccc(F)cc2)CC1,Ki,'=',6.0,nM
CHEMBL3933012,COc1ccc(OC)c(CCC(=O)Nc2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)c1,Ki,'=',125.0,nM
CHEMBL3920948,O=C(CCCC(=O)Nc1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)Nc1ccccc1,Ki,'=',0.7,nM
CHEMBL3893660,CN(C)c1ccc(Cc2n[nH]c(=O)c3c2CCCC3)cc1NC(=O)OCc1ccccc1,Ki,'=',2490.0,nM
CHEMBL2058678,Nc1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',116.0,nM
CHEMBL3895879,CCC1CCCN1Cc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',562.0,nM
CHEMBL3974749,CC(C)c1ccc(C(=O)Nc2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cc1,Ki,'=',160.0,nM
CHEMBL3903509,O=C(Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)c1ccoc1,Ki,'=',61.0,nM
CHEMBL3971791,O=C(Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)c1cncs1,Ki,'=',18.0,nM
CHEMBL4060793,NC(=O)c1cccc2[nH]c(C(=O)N3CCC(NC4CCNCC4)C3)nc12,IC50,'=',60.0,nM
CHEMBL4077600,NC(=O)c1cccc2[nH]c(C(=O)N3CCC(NC4CCNCC4)CC3)nc12,IC50,'=',316.0,nM
CHEMBL4085866,CC(C)(C)OC(=O)NC1CCN(C(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1,IC50,'=',80.0,nM
CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',2.09,nM
CHEMBL3955805,O=C(c1ccccc1-c1cc(CCc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCCC1,Ki,'=',638.0,nM
CHEMBL3937652,Cn1cnc(C(=O)N2CCCN(C(=O)c3cc(Cc4n[nH]c(=O)c5c4CCCC5)ccc3F)CC2)c1,Ki,'=',1.8,nM
CHEMBL3973041,O=C(c1cnccn1)N1CCCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3NCCC4)ccc2F)CC1,Ki,'=',2.0,nM
CHEMBL3965443,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2cncnc2)CC1,Ki,'=',2.5,nM
CHEMBL3899070,O=C(NC1CCN(C(=O)c2ccccn2)CC1)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',4.0,nM
CHEMBL3978757,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2cncnc2)CC1,Ki,'=',1.2,nM
CHEMBL3953479,CCN(CCNC(=O)C1CC1)C(=O)c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',0.6,nM
CHEMBL3950574,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(S(=O)(=O)c2ccccc2)CC1,Ki,'=',0.9,nM
CHEMBL3965502,C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',2.3,nM
CHEMBL3903427,O=C(CN1CCC(C(=O)c2ccc(OC3CCOCC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,IC50,'=',5800.0,nM
CHEMBL3925030,O=C(CN1CCC(C(=O)c2ccc(Cl)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,IC50,'=',9100.0,nM
CHEMBL3947374,CC(C)Oc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,IC50,'=',5630.0,nM
CHEMBL3914416,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2ccc(F)cc2)Cc2nc3c(c(=O)[nH]2)COCC3)CC1,IC50,'>',19000.0,nM
CHEMBL3938947,COc1ccc(CN(Cc2nc3c(c(=O)[nH]2)COCC3)C(=O)CN2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,IC50,'>',19000.0,nM
CHEMBL1205058,O=C(O)c1ccc2c(c1)[nH]c(=O)c1ccccc12,IC50,'=',70.0,nM
CHEMBL334734,NC(=O)c1cccc2[nH]c(-c3ccc(C(F)(F)F)cc3)nc12,Inhibition,'<',15.0,%
CHEMBL3925997,O=C(c1cccc(-c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)c1)N1CCCC1,Ki,'=',210.0,nM
CHEMBL3915764,CN(C)C(=O)c1ccc(-c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)cc1,Ki,'=',229.0,nM
CHEMBL3942113,CC(Cc1n[nH]c(=O)c2c1CCCC2)c1cccc(-c2cccc(C(=O)NCCN(C)C)c2)c1,Ki,'=',1710.0,nM
CHEMBL3972076,O=C1CCCCCN1c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',2.0,nM
CHEMBL3909079,COc1ccc(OCC(=O)Nc2cccc(CCc3n[nH]c(=O)c4c3CCCC4)c2)cc1,Ki,'=',131.0,nM
CHEMBL3941306,CC(C)c1ccccc1NC(=O)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',892.0,nM
CHEMBL3917587,Cc1ccc(NC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cc1Cl,Ki,'=',134.0,nM
CHEMBL3969452,Cc1cc(NC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)ccc1Cl,Ki,'=',87.0,nM
CHEMBL3943513,COc1cc(OC)c(NC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cc1Cl,Ki,'=',151.0,nM
CHEMBL3954205,O=C(Nc1ccc(N2CCCCC2)cc1)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',185.0,nM
CHEMBL3986629,COc1ccc(Nc2ccc(NC(=O)c3cccc(Cc4n[nH]c(=O)c5c4CCCC5)c3)cc2)cc1,Ki,'=',120.0,nM
CHEMBL3943960,O=c1[nH]nc(Cc2ccc(F)c(Cl)c2)c2ncccc12,Ki,'=',4310.0,nM
CHEMBL3917731,Cc1ccc(CCc2ccc(CCNC(=O)c3cccc(Cc4n[nH]c(=O)c5c4CCCC5)c3)cc2)cc1C,Ki,'=',50.0,nM
CHEMBL3912303,Cc1ccc(C)c(CCNC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)c1,Ki,'=',65.0,nM
CHEMBL3965763,O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,Ki,'=',6.0,nM
CHEMBL3932776,O=C1CCN1c1cc(-c2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',404.0,nM
CHEMBL3982506,CN(C)CCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3NCCC4)ccc2F)CC1,Ki,'=',7.0,nM
CHEMBL3958068,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(Cc2cccc(Cl)c2)CC1,Ki,'=',9.0,nM
CHEMBL2058928,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2ncccn2)CC1,Ki,'=',0.5,nM
CHEMBL3972905,O=C(c1ccc2ccccc2n1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3NCCC4)ccc2F)CC1,Ki,'=',1.5,nM
CHEMBL3964387,CC1(C)SCN[C@@H]1C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,Ki,'=',1.5,nM
CHEMBL3986414,O=C(c1cncnc1)N1CCCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3NCCC4)ccc2F)CC1,Ki,'=',2.2,nM
CHEMBL3907010,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,IC50,'=',0.74,nM
CHEMBL3955609,O=C1NN=C2CN(C(=O)OCc3ccccc3)Cc3[nH]c4cccc1c4c32,IC50,'=',8.9,nM
CHEMBL3921828,O=C(NC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3NCCC4)ccc2F)CC1)c1cn[nH]c1,Ki,'=',1.4,nM
CHEMBL3593715,O=c1[nH]c(N2CCN(Cc3ccncc3)CC2)nc2c1CCCC2,IC50,'=',5900.0,nM
CHEMBL4794938,O=C(CC1c2ccccc2-c2ccccc21)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,FC,'=',0.3,
CHEMBL4794938,O=C(CC1c2ccccc2-c2ccccc21)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,FC,'=',0.9,
CHEMBL3606020,NC(=O)c1c(F)ccc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,Kd,'=',1880.0,nM
CHEMBL4590570,CCCN1CCC(c2nc3cncc4c3n2CCNC4=O)CC1,IC50,'=',19.0,nM
CHEMBL4460350,CCNCc1ccc(-c2nc3cncc4c3n2CCNC4=O)cc1,PF50,'=',2.1,
CHEMBL506871,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,PF50,'=',3.1,
CHEMBL3605988,NC(=O)c1cccc2c1C(=O)N(C1CCN(C(=O)C3CC3)CC1)C2,Kd,'=',150.0,nM
CHEMBL3605970,NC(=O)c1cccc2c1C(=O)N(CCO)C2,Kd,'=',90.0,nM
CHEMBL4458137,CN1CCCC1c1nc2c(C(N)=O)c(F)ccc2[nH]1,Inhibition,'=',46.6,%
CHEMBL4531980,CC(C)N1CCCCC1c1nc2c(C(N)=O)c(F)ccc2[nH]1,Inhibition,'=',12.9,%
CHEMBL3606010,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccsc3)CC1)C2,IC50,'=',1000.0,nM
CHEMBL3606021,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,Kd,'=',8.6,nM
CHEMBL3606002,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccccc3C(F)(F)F)CC1)C2,Kd,'=',410.0,nM
CHEMBL3911149,N#Cc1cccc(-c2[nH]c(=O)c3cc(F)ccc3c2OCCN)c1,IC50,'=',10.0,nM
CHEMBL3975515,NCCOc1c(-c2ccc(F)c(F)c2)[nH]c(=O)c2cc(F)ccc12,IC50,'=',130.0,nM
CHEMBL4438927,Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cc1,IC50,'=',1.175,nM
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,Ki,'=',3.2,nM
